Start Character,Header,Vendor Identification,Software Version,PACKET TYPE,PACKET IDENTIFIER,Live /History Packet,IMEI Number,Vehicle Registration Number,GPS Fix.1 or 0,Date in DDMMYYYY Format,Time HHMMSS Format,Latitude in decimal degree & Direction,,Longitude in decimal degree & Direction,,Speed,Heading,Number Of Satellites,Altitude in meters,PDOP Positional dilution of precision,HDOP Horizontal dilution of precision,Network Operator Name,Ignition Status,Vehicle Battery Status (1 or 0),Vehicle Battery Voltage,Internal Battery Voltage,Emergency Status (1 or 0),Tamper Alert. C (Close) or O (Open),GSM Signal Strength,MCC,MNC,LAC,Cell ID,NMR (Network Measurement Report) Neighboring Cell IDs,,,,,,,,,,,,Digital Inputs Status,Digital Outputs Status,Sequence Number Of Message,End Of Packet,Packet Arrival Date,Packet Arrival Time
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15240,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,26:26.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15250,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,26:26.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15300,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,26:26.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15310,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,26:26.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15320,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,26:45.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15330,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,26:45.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15340,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,26:45.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,15320,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,15330,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15340,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15350,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15400,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15410,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15420,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15430,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15440,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:30.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15450,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15500,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15510,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15520,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15530,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15540,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15550,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15600,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15610,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:47.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15620,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:59.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15630,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:59.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15640,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:59.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15650,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:59.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15700,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,29:59.5,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15710,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:11.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15720,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:11.7,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15730,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:21.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15740,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:32.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15750,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:42.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15800,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,30:56.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15810,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:08.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15820,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:22.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15830,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:22.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15840,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:32.4,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15850,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:43.6,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15900,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,31:58.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15900,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15910,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15920,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15930,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15940,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,15950,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,20000,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,20010,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,20020,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,36:34.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,49,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,59,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,109,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,119,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,L,8.64337E+14,TN04E1234,0,6012080,129,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,37:34.3,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,139,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,149,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,159,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,209,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,219,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,229,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,239,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,249,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,259,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:16.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,309,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,319,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,329,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,339,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,349,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,359,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,409,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,419,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,429,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,56:42.2,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,439,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,449,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,0,0,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,48,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,58,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,108,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,57:15.9,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,118,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,128,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,138,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,148,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,158,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,208,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,218,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,228,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,238,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,01:53.0,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,248,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,258,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,308,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,318,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,328,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,338,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,348,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,358,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,408,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,02:31.1,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,418,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,428,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,438,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,448,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,458,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,508,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,518,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,528,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,538,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,07:13.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,548,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,13:28.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,558,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,13:28.8,,,,,,,,,,,,,,,,,,,,,,,
$,1,SECURE,SAM1.0,DT,16,H,8.64337E+14,TN04E1234,0,6012080,608,0,0,0,0,0,0,0,0,0,0,BSNL,1,0,0,0,27-05-2022,13:28.8,,,,,,,,,,,,,,,,,,,,,,,
